label,review,clean_review
neg,Ariel Litte Mermaid with pearl kit: Arrived very quickly and it is a cute topper however I wouldn't have bought it if they didn't provide instructions!!!! I should have listened to the other reviews.... If you are hoping to get more than the topper DO NOT BUY THIS!! So annoyed I have this Ariel and have no idea how to decorate the cake.,ariel litte mermaid pearl kit arrived quickly cute topper however wouldnt bought didnt provide instructions listened reviews hoping get topper buy annoyed ariel idea decorate cake
neg,"No instructions included - do not trust seller: Promised with this item are ""Complete Instructions"" and the additional pledge that ""Sweet Graces will email you with the Supply List and Instruction sheets on purchase - so you can be ready ahead of time!"" I received none of this - only a plastic figurine and bracelet. To boot, Amazon claims they can do nothing to help me contact the seller. All I got was a phone number for the manufacturer. Let's hope that yields some results. Meanwhile, I'm wishing I had listened to previous feedback about this unreliable seller :/",instructions included trust seller promised item complete instructions additional pledge sweet graces email supply list instruction sheets purchase ready ahead time received none plastic figurine bracelet boot amazon claims nothing help contact seller got phone number manufacturer lets hope yields results meanwhile im wishing listened previous feedback unreliable seller
pos,"Why is SOULWAX ignored by critics & consumers alike?!: I just don't get it - SOULWAX has been around since the 90s, when they released their ""rock"" debut (on the now defunct Almo Sounds), chock full of should-have-been radio hits, and then when while they got some attention for their ""2 Many DJs"" mash-up/remix bootlegs, when they return to a full-fledged band, as with last year's ANY MINUTE NOW, critcs & consumers alike barely took notice of that album's amazing writing, production, and sheer electro-rock power. Hopefully, ""Nite Versions"" (a cheeky title recalling when 80s bands like Duran Duran used to release ""Nite Version"" on 12"" of singles for clubs) will garner more sales and attention for SOULWAX - the songs practically leap out of the speakers to grab your neck and turn you head and make you move. Can't wait to hear what they do TIGA on his upcoming ""Sexor"" debut...?",soulwax ignored critics consumers alike dont get soulwax around since released rock debut defunct almo sounds chock full shouldhavebeen radio hits got attention many djs mashupremix bootlegs return fullfledged band last years minute critcs consumers alike barely took notice albums amazing writing production sheer electrorock power hopefully nite versions cheeky title recalling bands like duran duran used release nite version singles clubs garner sales attention soulwax songs practically leap speakers grab neck turn head make move cant wait hear tiga upcoming sexor debut
pos,"OMG Soulwax owns: wow - this is like the most amazing album ever. Every track so rocks...specially1) E-talking2) NyLipps3) I love Techo.great job guysMusicChoice played their whole album this Saturday night..and I was jamming to it the whole time going ""wow"".one more thing, if you're not into House/Techno/electronic then you don't want none of this, cause you won't feel it.",omg soulwax owns wow like amazing album ever every track rocksspecially etalking nylipps love techogreat job guysmusicchoice played whole album saturday nightand jamming whole time going wowone thing youre housetechnoelectronic dont want none cause wont feel
neg,"Slow dull ""classical"" 1980's style movie: 2 stars of 5 for this slow dull ""classical"" 1980's style movie. This movie has a young Jason Bateman in the lead. Very very very slow and dull with a few moments of bad 1980's style music. To our relief the background music (which is very annoying) is kept to a minimum. Though it attempts to be an action/suspense movie, it achieves neither. I'd suggest skipping this movie.",slow dull classical style movie stars slow dull classical style movie movie young jason bateman lead slow dull moments bad style music relief background music annoying kept minimum though attempts actionsuspense movie achieves neither id suggest skipping movie
pos,"Thank you for Releasing it!!!!!: I loved this movie as a kid and I am so happy the powers that be have decided to release it finally! If you want to see a great 80's movie, this is it!",thank releasing loved movie kid happy powers decided release finally want see great movie
neg,Very Not Worth Your Time: The book was wriiten very horribly. I would never in my life recommend such a book. The stories lacked any mystery to them and did not leave me wanting to figure out who the culprit was. The only good thing was that none of the stories took up ten or twelve pages.,worth time book wriiten horribly would never life recommend book stories lacked mystery leave wanting figure culprit good thing none stories took ten twelve pages
pos,"Very fun and educational: Trains, shapes and pegs - a winning combination, guaranteed to make both the child and the parent happy. Good starter puzzle for the 1 yr old range.",fun educational trains shapes pegs winning combination guaranteed make child parent happy good starter puzzle yr old range
neg,"Ludicrous and silly: I remember getting this book so faintly that that says alot about my opinion of it. Basically, while I will entertain lots of odd ideas and theories, this book was basically silly.",ludicrous silly remember getting book faintly says alot opinion basically entertain lots odd ideas theories book basically silly
pos,"Artistry: I think that the Deodato concerts are very rich, as he used real strings and band musicians, as well as you can appreciate the John Tropea excelent renditions on guitar.",artistry think deodato concerts rich used real strings band musicians well appreciate john tropea excelent renditions guitar
neg,"Caution!: These tracks are not the ""original"" versions but are re-recorded versions. So, whether the tracks are ""remastered"" or not is irrelevant.",caution tracks original versions rerecorded versions whether tracks remastered irrelevant
pos,textbook: Book shipped quickly and was in excellent condition as stated. Easy transaction would buy again,textbook book shipped quickly excellent condition stated easy transaction would buy
pos,"a great book for Historical romance lovers: This is an engaging a count of life of Tess a girl who at a young age washed up on the shore of the Isle of May. With no memory of the life before then, she stays with the old caretakers of the isle. After the caretakers are dead a young man, Colin Macpherson washes up on shore. Colin takes Tess back with her to his castle where he helps her uncover her past. They are opposites,but you know what they say opposites attract. This book is just one of many in the Avon True Romance series. I have read every book in the series and I know that if you like this book you love the rest. This is a great book for girls about 10 to 16 because it is still a romance novel, but not what you call a trashy romance novel. It is a great novel fokr those who are just getting into romance novels.",great book historical romance lovers engaging count life tess girl young age washed shore isle may memory life stays old caretakers isle caretakers dead young man colin macpherson washes shore colin takes tess back castle helps uncover past oppositesbut know say opposites attract book one many avon true romance series read every book series know like book love rest great book girls still romance novel call trashy romance novel great novel fokr getting romance novels
pos,"YES!!!: When I got this book, I wasn't expecting much, but man was I wrong! I loved this book! Now I may not usually be tied in by a man with long blond hair wearing a kilt, but the authors really made Colin into this enchanting Highlander. Tess is a very soft heroine. While she sometimes seems too guillible, I have to remember that it is part of the story. This is one of my favorite books in the series.",yes got book wasnt expecting much man wrong loved book may usually tied man long blond hair wearing kilt authors really made colin enchanting highlander tess soft heroine sometimes seems guillible remember part story one favorite books series
neg,"Not the best in the series: Tess Lindsay is content to be the sole occupant of a remote island but when Colin Macpherson washes ashore her life of solitude gets shaken up. Tess had always been told to fear strange men but she reluctantly strikes up a friendship with Colin. Soon Tess discovers that she has a family she had forgotten about but will she have the courage to leave the island and start a new life?The beginning of this book is very amusing and the end is decent too but the middle is a big problem. The plot loses much of it's believability mostly due to the poor characterization. All of the new characters that are introduced are one sided and their behavior lacks reason. Even Tess and Colin's development is side tracked in much the same way and their relationship seems awkward and forced. The writing does improve towards the end but it's not enough to save the book. Unless you have your heart set on reading all of the books in the series, skip this one.",best series tess lindsay content sole occupant remote island colin macpherson washes ashore life solitude gets shaken tess always told fear strange men reluctantly strikes friendship colin soon tess discovers family forgotten courage leave island start new lifethe beginning book amusing end decent middle big problem plot loses much believability mostly due poor characterization new characters introduced one sided behavior lacks reason even tess colins development side tracked much way relationship seems awkward forced writing improve towards end enough save book unless heart set reading books series skip one
neg,"ADDONICS PORTABLE CD DRIVE - I am disappointed in its performance: I am disappointed in its performance. It seems underpowered and is constantly trying to read CDs, half the time unsuccessfully. I am going to try to return it to Amazon.",addonics portable cd drive disappointed performance disappointed performance seems underpowered constantly trying read cds half time unsuccessfully going try return amazon
neg,"Too Uncomfortable and Too Big: These pants were way too big (looked about 2 sizes larger), and they were incredibly stiff. They would have been very uncomfortable for my daughter to wear all day.",uncomfortable big pants way big looked sizes larger incredibly stiff would uncomfortable daughter wear day
pos,"Very authentic: This is my first encounter with Yoruba and I have to say that CDs are really helping. However, the book is very short and not particular about certain aspects and details of grammar and other nuances - for someone who NEVER spoke Yoruba and doesn't have anybody to ask for a clue, it leaves a lot of questions unanswered - for this, however, there are hopefully other Yoruba textbooks.On the brighter note, I would like to add that the book does a very good job in giving a little insight on Yoruba people and Yoruba culture in general. I would recommend it as a good start book for anyone who wants to learn Yoruba - you can't go wrong with it.",authentic first encounter yoruba say cds really helping however book short particular certain aspects details grammar nuances someone never spoke yoruba doesnt anybody ask clue leaves lot questions unanswered however hopefully yoruba textbookson brighter note would like add book good job giving little insight yoruba people yoruba culture general would recommend good start book anyone wants learn yoruba cant go wrong
neg,"Not the best: I agree, the CDs are a much needed help, since it would be impossible to pronnounce the Yoruba tones without the help of a native speaker. However, the design of the book is really poor and confusing. I have found several spealling mistakes in English and Yoruba. And the grammar explanations are very hard to understand.Unfortunately there are not many Teach Yourself Yoruba books that are worth it. This one at least provides basic vocabulary and pronounciation skills.",best agree cds much needed help since would impossible pronnounce yoruba tones without help native speaker however design book really poor confusing found several spealling mistakes english yoruba grammar explanations hard understandunfortunately many teach yoruba books worth one least provides basic vocabulary pronounciation skills
neg,"Doesn't Fit: I ordered this DashMat for a specific vehicle, it was not the correct mat. I returned the original one and they sent me an exact duplicate of the wrong mat. I can't seem to get the correct one and therefore it sits in a box!!!!!!",doesnt fit ordered dashmat specific vehicle correct mat returned original one sent exact duplicate wrong mat cant seem get correct one therefore sits box
pos,You need a good memory: I play this with my grandchildren. It teaches us both the value of a good memory and is challenging for all. You sometimes miss the most obvious. Lots of fun--tic tac toe with a twist!,need good memory play grandchildren teaches us value good memory challenging sometimes miss obvious lots funtic tac toe twist
pos,"Kelly Club Pet Parade at HIT!! My Daughter Loves IT!!: My 4 year old daughter LOVES this game. She sings the ""Strike Up The Band and Clap Your Hands for Kelly's Pet Parade!"" song around the house. She can dress the Kelly kids, ""train"" each pet (teach the pony to jump, etc.), clean and get the animals ready for the parade (paint the elephant's toe nails, etc.), and decorate the floats...all by herself. She'll get everything ready (showing me everything she has accomplished along the way) and then we'll watch her special parade. A wonderfully cute game that I highly recommend.She can mostly do the entire game on her own. I have it installed on a laptop so she is actually using the inset mouse and can still do the game. The only one she has a tough time with is the Polar Bear catching fish game. It's tricky to move your finger on the mouse pad and click at the same time to catch the fish. It would be much easier using a regular mouse.",kelly club pet parade hit daughter loves year old daughter loves game sings strike band clap hands kellys pet parade song around house dress kelly kids train pet teach pony jump etc clean get animals ready parade paint elephants toe nails etc decorate floatsall shell get everything ready showing everything accomplished along way well watch special parade wonderfully cute game highly recommendshe mostly entire game installed laptop actually using inset mouse still game one tough time polar bear catching fish game tricky move finger mouse pad click time catch fish would much easier using regular mouse
pos,Loads of fun!: My 6-year old and 5-year old both really enjoy this game. Has lots to do with several different animals to prepare for the parade. You get to design a float and it just endless fun! Graphics and animation are very colorful and cute. It's a winner!,loads fun year old year old really enjoy game lots several different animals prepare parade get design float endless fun graphics animation colorful cute winner
neg,easy and fun for 3-4yr olds: fun easy game if you can keep it from freezing. I've reinstalled it and done everything I know to do to correct the issue. It's a shame my 4yr old really likes it.,easy fun yr olds fun easy game keep freezing ive reinstalled done everything know correct issue shame yr old really likes
pos,"Hours of Fun for my 4 and 6 year olds: We purchased this game a year ago and my girls still love to play it. Lot's of activities, they love to decorate the floats and watch the parade.",hours fun year olds purchased game year ago girls still love play lots activities love decorate floats watch parade
pos,slip on 2 1/2 in. heel shoes: i am completely satisfied in the manner my order was delivered.the shoes are just as awesome as the advertisement showed them to be.,slip heel shoes completely satisfied manner order deliveredthe shoes awesome advertisement showed
pos,"DDR is cooool!: This cd is really great.BUT ITS NOT A GAME!they're not long versons though, only 90 odd seconds each.If that Claire, also from the UK (who was disappointed with the cd) wants to get in touch, i know where you can get games with the songs you want.I'm assuming you're after all the cool songs from euromix.If so, they are on 2nd and 3rd mix games from japan.but there are also US versions available too.",ddr cooool cd really greatbut gametheyre long versons though odd seconds eachif claire also uk disappointed cd wants get touch know get games songs wantim assuming youre cool songs euromixif nd rd mix games japanbut also us versions available
pos,Amazing: i have ordered this cd of here but it will take abit to get to me as i live in England. But i have danced and sang along to it at the arcades ive been to and i think its great if you love to dance. My favorite songs are what a feeling and in the navey!! i also like captain jack but i love them all..,amazing ordered cd take abit get live england danced sang along arcades ive think great love dance favorite songs feeling navey also like captain jack love
neg,"I got fooled...: I did not know this was the audio cd of the game, I thought it could be used on the playstation. Maybe the other guys are from the US or somewhere where it is actually easy to get the game,and play it,but this was all in japanese and was not compatible with my machine. I am deeply disappointed as i love the arcade game, but the Dance stage euromix (Dance Dance Revolution equivalent) is lacking in decent tracks, many are jungle-y and are difficult to dance to them. Also, most of these tracks are unheard of here and are therefore not very enjoyable. However, my favourite are Keep on moving, make a Jam, and Video Killed the Radio star. But it gets a bit pedantic if you keep playing on these tracks. If anyone is in the same situation as I am, or those of you who are lucky enough the play on the newest version, can you please let me know where I can order one? I am in dance deprivation/boredom!",got fooled know audio cd game thought could used playstation maybe guys us somewhere actually easy get gameand play itbut japanese compatible machine deeply disappointed love arcade game dance stage euromix dance dance revolution equivalent lacking decent tracks many jungley difficult dance also tracks unheard therefore enjoyable however favourite keep moving make jam video killed radio star gets bit pedantic keep playing tracks anyone situation lucky enough play newest version please let know order one dance deprivationboredom
neg,"I got fooled...: I did not know this was the audio cd of the game, I thought it could be used on the playstation. Maybe the other guys are from the US or somewhere where it is actually easy to get the game,and play it,but this was all in japanese and was not compatible with my machine. I am deeply disappointed as i love the arcade game, but the Dance stage euromix (Dance Dance Revolution equivalent) is lacking in decent tracks, many are jungle-y and are difficult to dance to them. Also, most of these tracks are unheard of here and are therefore not very enjoyable. If anyone is in the same situation as I am, or those of you who are lucky enough the play on the newest version, can you please let me know where I can order one? I am in dance deprivation/boredom!",got fooled know audio cd game thought could used playstation maybe guys us somewhere actually easy get gameand play itbut japanese compatible machine deeply disappointed love arcade game dance stage euromix dance dance revolution equivalent lacking decent tracks many jungley difficult dance also tracks unheard therefore enjoyable anyone situation lucky enough play newest version please let know order one dance deprivationboredom
pos,"MORE THAN LETTERS...: I admit that I bought this album for the title track alone. After all, had that been the only good track on this CD I still would have felt that it was worth my money.But the title track is just the beginning for this fine country offering by John Michael Montgomery. I found myself listening to and enjoying every track on LETTERS FROM HOME. Montgomery's smoother-than-silk voice is one of the finest in country music today and his straight-forward approach to his music comes through in every note. You won't want to miss this one.THE HORSEMAN",letters admit bought album title track alone good track cd still would felt worth moneybut title track beginning fine country offering john michael montgomery found listening enjoying every track letters home montgomerys smootherthansilk voice one finest country music today straightforward approach music comes every note wont want miss onethe horseman
pos,"Worth the wait!: JMM has never released a bad album. Many would say this is a comeback album but every couple of years he releases an album with great hits. For some reason, radio hasn't played some of his great songs from his latest albums. ""Goes Good With Beer"" and ""Little Devil"" would be great singles to spice up country radio. ""Letters From Home"" deserves to be single of the year and ""Cool"" is not far behind. The more I listen to the album, the more I love it.",worth wait jmm never released bad album many would say comeback album every couple years releases album great hits reason radio hasnt played great songs latest albums goes good beer little devil would great singles spice country radio letters home deserves single year cool far behind listen album love
neg,letters from home: i like letters from home cuz it tells a story that if you really listen you can acctually hear john michael montgomery tell his story of soldiers and all that stuffi liked it and i like punk rock and rock so it must be good if i like it,letters home like letters home cuz tells story really listen acctually hear john michael montgomery tell story soldiers stuffi liked like punk rock rock must good like
pos,no good: I gave it 5 stars because my little dog had so much fun riping it apart but only took him 24 hrs to do it buy that is 23 hrs longer than other balls,good gave stars little dog much fun riping apart took hrs buy hrs longer balls
pos,"ESTE LIBRO CONTIENE TODO: LO QUE PENSE QUE NO ME INTERESABA SABER SOBRE EL BOX Y SUS CAMPEONES...PERO ME CAUTIVO Y LO LEI HASTA EL FINAL !AHORA SI PUEDO DISCUTIR DE BOX CON MI ESPOSO Y MIS CUÑADOS...¡Y HASTA CON MI SUEGRO, QUE ES EX BOXEADOR !",este libro contiene todo lo que pense que interesaba saber sobre el box sus campeonespero cautivo lo lei hasta el final ahora si puedo discutir de box con mi esposo mis cuadosy hasta con mi suegro que es ex boxeador
pos,"Oh!: This cereal is so sweet....yet so good for you! One taste=ADDICTION!!!! I just tried this cereal out of curiousity and I was hooked! It is an excellent breakfast choice, or just any time to eat! Especially as breakfast because you will crave more honey taste and you won't be hungry later {probably because of how much you'd eat} and it is actually sweeter and better than Honey Bunches of Oats. Cap'n Crunch Berries is an option, but this splendid cereal is SO FILLED WITH A HONEY-FILLED TASTE! I have not tried much better tasting cereal than this! Oh!",oh cereal sweetyet good one tasteaddiction tried cereal curiousity hooked excellent breakfast choice time eat especially breakfast crave honey taste wont hungry later probably much youd eat actually sweeter better honey bunches oats capn crunch berries option splendid cereal filled honeyfilled taste tried much better tasting cereal oh
pos,"Delicious and Addictive: This cereal is great because it tastes so good. You just crave it. But a word of warning: read the label. Last time my husband and I looked, it had saturated fat! All the other cereals in our cabinet did not... hmmmm. Another reviewer noticed this problem too!Also, Amazon's price of $23 is outrageous. It is between $1.99 to $2.50 in our stores.",delicious addictive cereal great tastes good crave word warning read label last time husband looked saturated fat cereals cabinet hmmmm another reviewer noticed problem tooalso amazons price outrageous stores
pos,"Oh where Oh where have my Oh's gone?: I was really distraught to go to my local Walmart and see that they stopped carrying my favorite cereal. But as was elated to find that ""the site who has everything including a church"" made it available to me by the 6-pack. Oh's is an amazing cereal. The one thing i dont like is the box is so small. I get maybe 3 bowls out of the entire box:-(.",oh oh ohs gone really distraught go local walmart see stopped carrying favorite cereal elated find site everything including church made available pack ohs amazing cereal one thing dont like box small get maybe bowls entire box
pos,One of a kind book for timber frame building.: My husband loves this book. He said he has learned so much and that this was the best book to learn how to build a timber frame house by.,one kind book timber frame building husband loves book said learned much best book learn build timber frame house
neg,no technical information: this book is a great over view of the joints used in building but has no information on beam spans or loads to actually build a building,technical information book great view joints used building information beam spans loads actually build building
pos,Hanford Mills museum: My friend is a master carpenter and he saw this book at a recent trip to Hanford Mills museum.He is an avid reader and loved the book so much that I am inclined to read it as well!! Enjoy.,hanford mills museum friend master carpenter saw book recent trip hanford mills museumhe avid reader loved book much inclined read well enjoy
neg,you will not be able to buils a timber frame house: This book vaguely breezed across history and went into various types of timber structures. The mortise and tenon joints that were illustrated were fascinating but not practical for a home builder.,able buils timber frame house book vaguely breezed across history went various types timber structures mortise tenon joints illustrated fascinating practical home builder
pos,"Outstanding guidebook for building your own timberframe home: My wife and I built a hybrid timber frame home using this book as a guide. Although we have construction skills, this book was invaluable in guiding us through the process. We can't wait to build another. We highly recommend this book to anyone considering a timber frame house.",outstanding guidebook building timberframe home wife built hybrid timber frame home using book guide although construction skills book invaluable guiding us process cant wait build another highly recommend book anyone considering timber frame house
neg,"Excellent book, very poor e-book editing: Yet another example of an superb book done a serious disservice by e-book publishers.Multiple spelling errors, improperly placed figures & captions, whole sections of the book written in CAPS for some reason.If you are looking for an excellent reference on traditional timber framing, look no further, but please pick up the print version instead of the e-book.",excellent book poor ebook editing yet another example superb book done serious disservice ebook publishersmultiple spelling errors improperly placed figures captions whole sections book written caps reasonif looking excellent reference traditional timber framing look please pick print version instead ebook
pos,"A very good how-to manual.: If you are expecting a book full of glossy sharp pictures, this is not the one to buy.A lot of drawings and BW pictures that inform what they need to. This is a very good manual for those who want to venture in a timber frame project.",good howto manual expecting book full glossy sharp pictures one buya lot drawings bw pictures inform need good manual want venture timber frame project
neg,"Poor instructions, but once you figure it out... kinda cool: These wraps were not doing anything when we placed them in ""hot"" water. We searched the internet and found others having the same problem. The instructions are very poor. First off, you need to dip in boiling water (or at least some temperature level above what I would call hot). Second, the instructions don't describe what should happen, should the image shrink around the egg, transfer to it -- what?Needless to say, it was frustrating for a minute or two, but my wife - who is very intelligent and great in the kitchen - immediately thought, ""well... hot water wouldn't do much to change the properties of the plastic, so let's try boiling water - nothing to lose.""Should be more explicit in the instructions. (We were using the star wars version of this product).",poor instructions figure kinda cool wraps anything placed hot water searched internet found others problem instructions poor first need dip boiling water least temperature level would call hot second instructions dont describe happen image shrink around egg transfer whatneedless say frustrating minute two wife intelligent great kitchen immediately thought well hot water wouldnt much change properties plastic lets try boiling water nothing loseshould explicit instructions using star wars version product
pos,Great Graphics!: 2006 Coast to Coast for PC is great! The graphics are awesome... The game is what I had hoped for and a lot more!!,great graphics coast coast pc great graphics awesome game hoped lot
neg,"Dont run out to get Outrun unless your from 1985: Outrun was the biggest disappointment of my holidays.If you've just come home from a life in 1985 you might enjoy this. I read the reviews before buying but it didn't sink in what Arcade style meant. I am an addicted follower of Colin MacRea rally and thought to race a ferrari across the US would be cool. I was wrong. The games is to car racing what space invaders is to ""Battlefield"". The landscape moves instead of the car and you have these idiotic stages like impress your girlfriend with how many slides you can do. Total rubbish. Not anyones fault but mine, but I live in Ireland and got it shipped through Florida so it is a costly mistake.",dont run get outrun unless outrun biggest disappointment holidaysif youve come home life might enjoy read reviews buying didnt sink arcade style meant addicted follower colin macrea rally thought race ferrari across us would cool wrong games car racing space invaders battlefield landscape moves instead car idiotic stages like impress girlfriend many slides total rubbish anyones fault mine live ireland got shipped florida costly mistake
pos,"My Henry: I had Henry back in the 70's. I don't remember him with a nose since it was chewed off, but he was well loved. He's long gone and I thought I was the only one who ever had a Henry since nobody knew what I was talking about. I can't believe I've found him again!! Nobody can replace my original worn Henry, but I'm so excited to have his clone back!!",henry henry back dont remember nose since chewed well loved hes long gone thought one ever henry since nobody knew talking cant believe ive found nobody replace original worn henry im excited clone back
pos,Henry has come home...: I had Henry back in the early 70's. I am forty now and still have my original. I bought a new one for my Dad who is ill because I knew he would get the significance. Henry got me through the insecurities I had as a child and I am hoping he does the same for my Dad as he battles terminal cancer.Thanks for making him again.,henry come home henry back early forty still original bought new one dad ill knew would get significance henry got insecurities child hoping dad battles terminal cancerthanks making
pos,"Charisma: What it is about ""Henry Dog"". My daughter was 6 when we gave her Henry. Love is not the word. Obsession! A few years later my ex-wife decided he had to go. Under the guise of an ""incurable"" lice infection my ex-wife threw him out. Trauma followed. We bought a replacement which my daughter has safely on her closet shelf. He is thread bare. I found him online and was overwhelmed to read the reviews at Amazon.com. None had less than 5 stars. Each story told how this little guy had touched their lives. These Henry owners, both girls and boys, cherished him as if he had been a ""real"" dog. I guess to them, he is. Daddy had to buy his little (40 year old) daughter a new one. I got both the 14"" and 3"". I was on the phone when she opened the box..... Henry was home again. My granddaughter saw Henry got excited and wanted one also. She is 19 years old. This company should bottle ""Henry Dog`s"" charisma. Thanks for keeping him alive.",charisma henry dog daughter gave henry love word obsession years later exwife decided go guise incurable lice infection exwife threw trauma followed bought replacement daughter safely closet shelf thread bare found online overwhelmed read reviews amazoncom none less stars story told little guy touched lives henry owners girls boys cherished real dog guess daddy buy little year old daughter new one got phone opened box henry home granddaughter saw henry got excited wanted one also years old company bottle henry dogs charisma thanks keeping alive
pos,"I found it! Henry Dog!: I had two Henry Dogs. One I lost in a ride at Walt Disney World, the second to replace it. I have no idea where Henry got to. But now that I found ""him"", I will have my friend again. I had this toy from the time I was six years old, almost 40 years ago, and I think I'll be seeing him again around Christmas time. It's a sweeet toy and really good for children of *all* ages!",found henry dog two henry dogs one lost ride walt disney world second replace idea henry got found friend toy time six years old almost years ago think ill seeing around christmas time sweeet toy really good children ages
pos,"A Contemporary Fairytale Sure to Delight!: While this book is a take-off on the classic Snow White, it's a fairytale for grown ups with some class act characters and a rich and rewarding love story. I thoroughly enjoyed reading it, and look forward to more of Ms. Sinclair's works.",contemporary fairytale sure delight book takeoff classic snow white fairytale grown ups class act characters rich rewarding love story thoroughly enjoyed reading look forward ms sinclairs works
neg,"Not Patterns - but Detailed Sketches: Although I was excited to purchase this book, my excitement didn't last when I looked at the sketches / pictures in the book. I call them pictures because that is what they truly are, not actual patterns. Norma Gregory's talent shows up well in her designs but due to their complicated rendering they are very difficult to transfer.This book is not for beginners - but more seasoned artisans.If you are looking for patterns, like I was, you will be disappointed in this book.",patterns detailed sketches although excited purchase book excitement didnt last looked sketches pictures book call pictures truly actual patterns norma gregorys talent shows well designs due complicated rendering difficult transferthis book beginners seasoned artisansif looking patterns like disappointed book
pos,great gift: my brother in law was thrilled with the clarity and instructional commentswill be looking for more titles by her,great gift brother law thrilled clarity instructional commentswill looking titles
neg,"Product didn't match the picture/description: Unless they sent me the wrong product by mistake, the foot cushion picture and description does not match the item delivered. I was under the impression I would receive two (a pair) of water filled foot cushions that I could insert into my shoes. Instead I received ONE foot cushion, filled with another material (not water) that you attach to your foot via a toe strap. I was definately not happy with the item and sent it back for a refund. Luckily for me Amazon has a great return policy... they make returns very easy!",product didnt match picturedescription unless sent wrong product mistake foot cushion picture description match item delivered impression would receive two pair water filled foot cushions could insert shoes instead received one foot cushion filled another material water attach foot via toe strap definately happy item sent back refund luckily amazon great return policy make returns easy
neg,"Good for a laugh: I heard about this book, so I wanted to read it to see if it was as funny and stupid (unintentionally) as I heard.I was not disappointed. Few things in life are free, and sex is defintely not among them.The perfect coda to this book is that the couple got divroced several years after publishing this book. You can't make this stuff up.",good laugh heard book wanted read see funny stupid unintentionally heardi disappointed things life free sex defintely among themthe perfect coda book couple got divroced several years publishing book cant make stuff
neg,"As Bad a Production as Possible: This Broadway Theatre Archive production took one of the wittiest, most sparkling 18th-century comedies--and ruined it. The costumes are intentionally absurd (think Beach Blanket Babylon), the acting is way over-the-top-camp, and the incidental music could not be worse. The music, BTW, is a combination of pop Renaissance and pop modern; anything but 18th century. The director appears to have had the goal of showing that his company was just too hip and too modern to do anything but make fun of this silly, fusty old play.I like ""The School for Scandal"" very much, and not having found any other DVDs of it, I started out with the intention of keeping a recording of even a bad production. But when they got into the extended bop-be-bop of the drinking song scene, I knew I just couldn't ever sit through this one again.The visuals are also blurry, but with the production being so bad, so what? Anyone who actually likes this play will be revolted by this DVD.",bad production possible broadway theatre archive production took one wittiest sparkling thcentury comediesand ruined costumes intentionally absurd think beach blanket babylon acting way overthetopcamp incidental music could worse music btw combination pop renaissance pop modern anything th century director appears goal showing company hip modern anything make fun silly fusty old playi like school scandal much found dvds started intention keeping recording even bad production got extended bopbebop drinking song scene knew couldnt ever sit one againthe visuals also blurry production bad anyone actually likes play revolted dvd
neg,"Not professional quality: I first tried buying this tape from a Marketplace seller. I sent it back because the tape quality was poor and the packaging looked unprofessional. After returning it I bought one from Amazon proper and . . . it was the same quality tape and the same packaging. Since I'm now sure this is not a bootleg tape, all I can say is . . . some videos are better than others.",professional quality first tried buying tape marketplace seller sent back tape quality poor packaging looked unprofessional returning bought one amazon proper quality tape packaging since im sure bootleg tape say videos better others
neg,"three to four stars - depending...: Classic drawing room comedy, period piece. Cleverly written in a time when the audience needed a bit of a nudge to figure out each character. Each person's name describes how you should feel about each! Charming idea from the 1700's. If you've never had a chance to see one of these comedies, take a look. This is a famous play and well done. Must see for theatre students.",three four stars depending classic drawing room comedy period piece cleverly written time audience needed bit nudge figure character persons name describes feel charming idea youve never chance see one comedies take look famous play well done must see theatre students
neg,"Good songs, bad cover.: This CD compilation set was purchased for me. I love the 80s, and they chose great songs. The songs are not performed by the original artists. Instead, they're poorly covered by ""the Starlite Singers"".",good songs bad cover cd compilation set purchased love chose great songs songs performed original artists instead theyre poorly covered starlite singers
neg,"New Wave 80s: I should have read the prior reviews of this record before buying it. Although it appears to be a collection of new wave singles from the 80s, these are just cover versions sung by the ""Starlite Singers"". The description of the record says that it is by ""various artists"" implying that they are by the original artists, but this is not true. Total garbage. The one bright spot is that I got a prompt refund when I returned it.",new wave read prior reviews record buying although appears collection new wave singles cover versions sung starlite singers description record says various artists implying original artists true total garbage one bright spot got prompt refund returned
neg,"Don't Be Fooled!: I bought this set last November and just now decided to listen to the CDs. Nowhere in the description on Amazon does it say not the original artists! In fact, it says various artists, which is deceiving because only one group performs all the songs. It leads one to believe original artists when it says various artists because it is, after all, a compilation of music by various artists! Duh! So, don't waste your money. I will probably throw these in the trash as I'm a purist and I want original, not wedding reception music!",dont fooled bought set last november decided listen cds nowhere description amazon say original artists fact says various artists deceiving one group performs songs leads one believe original artists says various artists compilation music various artists duh dont waste money probably throw trash im purist want original wedding reception music
neg,"Buyers Beware!!!!!!!!!: This is one of those cheesy compilations where they find session bands and similar sounding artists to sing the songs. These are NOT ORIGINAL SONGS BY THE ARTISTS. If you loved K-TEL CD's and don't care about hearing the artists originals, and don't care about cheap sounding synthesizers playing the music or that fact that some of the vocalists are pretty bad, then you might like this cd. But if you are a fan of the 80's and the amazing music it produced, then buy other collections and don't waste your money on this schlock!!!!",buyers beware one cheesy compilations find session bands similar sounding artists sing songs original songs artists loved ktel cds dont care hearing artists originals dont care cheap sounding synthesizers playing music fact vocalists pretty bad might like cd fan amazing music produced buy collections dont waste money schlock
